,Lineage,Diversity,Fluctuations,Final Composition,Community Function,Lyapunov Exponent (cycle 5),Lyapunov Exponent (cycle 12),Cycle,No. Unique Compositions,Ecological Dynamics
299,19,19,0.9473684210526315,"[ 0.  5.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 38. 41. 42.
 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",486.30020485762697,"[-0.0020626385468391663, 0.20601086361627802]","[0.6722240591594307, 0.7092424694120245]",14,13,chaos
300,0,17,1.0,"[ 0.  1.  3.  8.  9. 10. 14. 16. 28. 30. 31. 34. 35. 38. 39. 43. 49.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1282.142804635888,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",0,9,oscillations
301,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-382.54659353645496,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",0,9,oscillations
302,2,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-418.6824679472428,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",0,9,oscillations
303,3,12,0.9166666666666666,"[ 2.  3. 14. 15. 19. 21. 23. 31. 38. 39. 45. 47.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-478.44255673745306,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",0,9,oscillations
304,4,12,0.75,"[ 2.  3. 14. 15. 19. 21. 23. 31. 38. 39. 45. 47.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-870.0833221918024,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",0,9,oscillations
305,5,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-341.1720487785244,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",0,9,oscillations
306,6,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-448.67091446436905,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",0,9,oscillations
307,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-357.73540339706864,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",0,9,oscillations
308,8,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-364.14221425097526,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",0,9,oscillations
309,9,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-398.36346123919276,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",0,9,oscillations
310,10,22,1.0,"[ 2.  3.  4.  8.  9. 11. 13. 14. 18. 19. 22. 23. 28. 29. 31. 33. 38. 39.
 41. 45. 46. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-937.3310471971544,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",0,9,oscillations
311,11,16,0.625,"[ 1.  2.  3.  4.  6. 14. 15. 18. 19. 21. 22. 31. 38. 39. 45. 47.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-1070.0055906338584,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",0,9,oscillations
312,12,15,1.0,"[ 3.  8.  9. 14. 15. 16. 18. 30. 31. 34. 35. 38. 41. 45. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",999.3935650494632,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",0,9,oscillations
313,13,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-346.95111835698896,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",0,9,oscillations
314,14,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-362.08534000322146,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",0,9,oscillations
315,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-550.8618936057989,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",0,9,oscillations
316,16,26,1.0,"[ 0.  2.  4.  6.  7.  8. 10. 11. 13. 14. 15. 19. 21. 22. 26. 28. 29. 30.
 31. 33. 34. 36. 38. 41. 45. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-1024.1109889565494,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",0,9,oscillations
317,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-320.55986326490853,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",0,9,oscillations
318,18,16,1.0,"[ 0.  3.  8.  9. 10. 11. 14. 22. 30. 31. 34. 35. 37. 38. 39. 49.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",940.6294759636052,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",0,9,oscillations
319,19,17,1.0,"[ 1.  3.  8.  9. 14. 15. 16. 18. 30. 31. 34. 35. 38. 41. 44. 45. 49.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1019.9225329504404,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",0,9,oscillations
320,0,15,0.9333333333333333,"[ 0.  3.  8.  9. 10. 14. 16. 30. 31. 34. 35. 38. 39. 43. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1034.1570124164969,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",1,6,oscillations
321,1,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.9143868597128,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",1,6,oscillations
322,2,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.59973677198224,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",1,6,oscillations
323,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.3070967671587,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",1,6,oscillations
324,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-318.3818941656674,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",1,6,oscillations
325,5,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.40380910823427,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",1,6,oscillations
326,6,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.81989169170794,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",1,6,oscillations
327,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.2585593719896,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",1,6,oscillations
328,8,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.3288315758458,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",1,6,oscillations
329,9,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.0708641610584,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",1,6,oscillations
330,10,12,0.8333333333333334,"[ 2.  3. 14. 15. 19. 21. 23. 31. 38. 39. 45. 47.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.2253192983163,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",1,6,oscillations
331,11,12,0.9166666666666666,"[ 2.  3. 14. 15. 19. 21. 23. 31. 38. 39. 45. 47.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-768.9465396114166,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",1,6,oscillations
332,12,15,1.0,"[ 0.  3.  8.  9. 10. 13. 14. 16. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1143.5396196921208,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",1,6,oscillations
333,13,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-305.72716222126536,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",1,6,oscillations
334,14,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.09681793175713,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",1,6,oscillations
335,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.7030046886079,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",1,6,oscillations
336,16,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-381.8864119153867,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",1,6,oscillations
337,17,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.0671305959578,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",1,6,oscillations
338,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",954.9064172959553,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",1,6,oscillations
339,19,14,1.0,"[ 0.  3.  8.  9. 10. 14. 16. 22. 30. 31. 34. 35. 39. 49.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1158.0368528875683,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",1,6,oscillations
340,0,14,1.0,"[ 0.  3.  8.  9. 10. 14. 16. 22. 30. 31. 34. 35. 39. 49.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1036.9027559137094,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",2,5,oscillations
341,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.3811439229268,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",2,5,oscillations
342,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.8734985847621,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",2,5,oscillations
343,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.9297299341038,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",2,5,oscillations
344,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-315.3903255736675,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",2,5,oscillations
345,5,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-306.9418282431859,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",2,5,oscillations
346,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.2753788462923,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",2,5,oscillations
347,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.0882820485694,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",2,5,oscillations
348,8,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.79125507064106,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",2,5,oscillations
349,9,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.5531321935693,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",2,5,oscillations
350,10,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.24373390308705,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",2,5,oscillations
351,11,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.1460148286682,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",2,5,oscillations
352,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 14. 22. 30. 31. 34. 35. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1018.0170228373986,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",2,5,oscillations
353,13,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.1742427911102,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",2,5,oscillations
354,14,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.10593853430834,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",2,5,oscillations
355,15,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.3204080609713,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",2,5,oscillations
356,16,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.99724605414434,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",2,5,oscillations
357,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-314.6967476185259,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",2,5,oscillations
358,18,19,1.0,"[ 0.  1.  2.  3.  8.  9. 10. 14. 16. 18. 30. 31. 34. 35. 38. 40. 43. 44.
 49.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1085.621849366637,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",2,5,oscillations
