,Unnamed: 0.1,Unnamed: 0,No_Species,Community,Lineage,Le_mean,Le_std,Diversity,Ecological_Dynamics
185,185,185,22.0,1.0,0.0,-0.0003843825136533303,0.0007280313418066233,3,stable
186,186,186,22.0,1.0,1.0,-0.0004301899761966401,0.0004318575752149958,7,stable
187,187,187,22.0,1.0,2.0,-0.0006995623057673274,0.00026190012705218894,7,stable
188,188,188,22.0,1.0,3.0,-0.00037839730435463914,0.0005567957058264906,3,stable
189,189,189,22.0,1.0,4.0,-0.0004944733662076593,0.0012948105216346348,3,stable
190,190,190,22.0,2.0,0.0,0.0002553520588001304,0.001162812251688305,13,chaotic-like
191,191,191,22.0,2.0,1.0,0.00015650124362238954,0.0010366353476575717,12,chaotic-like
192,192,192,22.0,2.0,2.0,0.00016814912131059168,0.0009701067780699926,12,chaotic-like
193,193,193,22.0,2.0,3.0,0.00018917451787899488,0.0014535835989412079,11,chaotic-like
194,194,194,22.0,2.0,4.0,4.375039303515597e-05,0.0009514441371174729,14,chaotic-like
195,195,195,22.0,3.0,0.0,-0.0005314433587068625,0.0001779310463476159,4,stable
196,196,196,22.0,3.0,1.0,-0.0004849033287176235,0.00014234021603729623,4,stable
197,197,197,22.0,3.0,2.0,-0.0005025560486278538,9.114106769702684e-05,4,stable
198,198,198,22.0,3.0,3.0,-0.0005107420676296369,0.0001992078635782815,4,stable
199,199,199,22.0,3.0,4.0,-0.00048198623771116564,0.00015184051078582283,4,stable
200,200,200,22.0,4.0,0.0,-0.0008633022517234967,0.000430727730934034,5,stable
201,201,201,22.0,4.0,1.0,-0.0008109164089665693,0.0005258761550993383,5,stable
202,202,202,22.0,4.0,2.0,-0.0006735133414138571,0.0008249179979748331,3,stable
203,203,203,22.0,4.0,3.0,-0.0006634995808576823,0.0006960840938574336,3,stable
204,204,204,22.0,4.0,4.0,-0.0006825609615671868,0.000137766007982065,4,stable
205,205,205,22.0,5.0,0.0,-0.000996471419791293,0.0004395255413691173,5,stable
206,206,206,22.0,5.0,1.0,-0.0009524713128406888,0.00045472605399761494,5,stable
207,207,207,22.0,5.0,2.0,-0.0009429527829846243,0.00046365727372499837,5,stable
208,208,208,22.0,5.0,3.0,-0.0009609034572264782,0.00045120585416069073,5,stable
209,209,209,22.0,5.0,4.0,-0.0008816875985434949,0.0004858474814322907,5,stable
210,210,210,25.0,0.0,0.0,-3.0898808427610744e-05,0.0023378441147108016,8,chaotic-like
211,211,211,25.0,0.0,1.0,-6.241887318551063e-05,0.0030954770970013697,8,chaotic-like
212,212,212,25.0,0.0,2.0,-0.0001127770774910278,0.0022878443779956303,8,chaotic-like
213,213,213,25.0,0.0,3.0,-0.0004999180291606094,0.0013205938411755263,4,stable
214,214,214,25.0,0.0,4.0,-4.1222600629361215e-05,0.0019634008756169137,8,chaotic-like
215,215,215,25.0,1.0,0.0,-2.314769419535362e-05,0.0016356528211165997,16,chaotic-like
216,216,216,25.0,1.0,1.0,0.00012946381151663134,0.0015093976186778444,15,chaotic-like
